city_id,city,latitude,longitude,temperature,humidity,cloudiness,wind_speed,country,date_time
185,faya-largeau,17.9257,19.1043,88.99,12,0,11.16,TD,2024-04-20 13:39:21
186,la tuque,47.4334,-72.7824,46.65,49,98,5.75,CA,2024-04-20 13:41:26
187,nuuk,64.1835,-51.7216,27.21,74,75,11.5,GL,2024-04-20 13:41:26
188,praia da vitoria,38.7333,-27.0667,66.45,77,40,8.7,PT,2024-04-20 13:39:23
189,dzilam gonzalez,21.2833,-88.9333,90.64,45,10,8.48,MX,2024-04-20 13:41:27
190,maubin,16.7333,95.65,80.08,77,58,8.25,MM,2024-04-20 13:41:27
191,firuzabad,28.8438,52.5707,60.87,54,0,4.43,IR,2024-04-20 13:41:27
192,keflavik,64.0049,-22.5624,46.83,100,100,33.38,IS,2024-04-20 13:39:19
193,island harbour,50.724,-1.2758,43.9,73,43,5.26,GB,2024-04-20 13:41:27
194,tiquipaya,-17.3382,-66.2189,73.98,23,40,15.01,BO,2024-04-20 13:41:27
195,enewetak,11.3474,162.3373,82.06,79,46,17.92,MH,2024-04-20 13:39:26
196,egilsstadir,65.2653,-14.3948,44.51,76,0,17.27,IS,2024-04-20 13:39:10
197,coquimbo,-29.9533,-71.3436,62.33,82,75,5.75,CL,2024-04-20 13:39:49
198,hammerfest,70.6634,23.6821,23.45,68,98,11.5,NO,2024-04-20 13:41:28
199,hamilton,39.1834,-84.5333,56.23,37,0,11.5,US,2024-04-20 13:39:47
200,iacu,-12.7672,-40.2117,80.73,61,98,2.21,BR,2024-04-20 13:41:28
201,brooks,50.5834,-111.8851,47.7,33,0,10.36,CA,2024-04-20 13:40:23
202,hirara,24.8,125.2833,77.27,100,20,11.5,JP,2024-04-20 13:41:29
203,vel'sk,61.0701,42.0983,35.28,78,89,7.0,RU,2024-04-20 13:41:29
204,mil'kovo,55.6078,37.7956,42.1,68,100,6.11,RU,2024-04-20 13:41:29
205,whakatane,-37.9585,176.9854,62.89,91,100,5.03,NZ,2024-04-20 13:41:29
206,tazacorte,28.629,-17.9293,67.15,85,75,16.11,ES,2024-04-20 13:41:30
207,peterhead,57.5058,-1.7981,43.2,68,99,7.05,GB,2024-04-20 13:41:30
208,okhotsk,59.3833,143.3,28.38,92,100,5.12,RU,2024-04-20 13:39:23
209,kalmunai,7.4167,81.8167,80.85,84,100,4.45,LK,2024-04-20 13:41:30
210,san bernardo,-33.6,-70.7167,68.65,48,100,4.27,CL,2024-04-20 13:41:30
211,'alaqahdari dishu,30.4374,63.313,71.49,27,0,2.53,AF,2024-04-20 13:41:30
212,cedeira,43.6797,-8.0209,55.9,75,6,30.27,ES,2024-04-20 13:41:31
213,cooper's town,26.8667,-77.5167,75.43,68,0,8.88,BS,2024-04-20 13:39:29
214,saint-pierre,-21.3393,55.4781,74.88,73,0,4.61,RE,2024-04-20 13:40:19
215,kijang,35.2442,129.2139,58.73,94,100,12.53,KR,2024-04-20 13:39:15
216,el nido,11.1858,119.3956,83.05,74,11,11.61,PH,2024-04-20 13:41:31
217,kingston,17.997,-76.7936,88.02,62,20,19.57,JM,2024-04-20 13:35:47
218,zouerate,22.7187,-12.4521,80.51,18,100,12.5,MR,2024-04-20 13:41:32
219,hawaiian paradise park,19.5933,-154.9731,71.89,94,100,8.05,US,2024-04-20 13:39:12
220,ola,59.5833,151.2833,17.15,63,5,9.17,RU,2024-04-20 13:39:39
221,vilyuchinsk,52.9306,158.4028,35.92,99,100,5.86,RU,2024-04-20 13:39:10
222,la ronge,55.1001,-105.2842,52.05,19,40,13.8,CA,2024-04-20 13:41:32
223,sao jose da coroa grande,-8.8978,-35.1478,81.03,77,77,6.62,BR,2024-04-20 13:41:32
224,cabedelo,-6.9811,-34.8339,77.67,82,79,8.34,BR,2024-04-20 13:41:33
225,tura,25.5198,90.2201,76.32,51,2,7.07,IN,2024-04-20 13:39:33
226,stanley,54.868,-1.6985,41.58,80,75,3.44,GB,2024-04-20 13:39:31
227,hami,42.8,93.45,61.56,30,23,7.61,CN,2024-04-20 13:41:33
228,borova,50.1763,30.1043,50.07,76,100,8.95,UA,2024-04-20 13:41:33
229,bouna,9.2667,-3.0,86.97,51,53,8.03,CI,2024-04-20 13:41:33
230,tarawa,1.419,172.984,84.29,84,40,4.61,KI,2024-04-20 13:41:34
231,remire-montjoly,4.9167,-52.2667,84.24,79,0,9.22,GF,2024-04-20 13:39:23
232,liaoyuan,42.9036,125.1358,45.05,66,1,3.58,CN,2024-04-20 13:41:34
233,sehore,23.2,77.0833,84.81,18,52,12.5,IN,2024-04-20 13:41:34
234,heilbron,-27.2812,27.9709,61.54,41,32,6.82,ZA,2024-04-20 13:41:34
235,pandan,14.0453,124.1694,77.86,81,42,6.85,PH,2024-04-20 13:41:34
236,sirte,31.2089,16.5887,61.77,67,56,14.34,LY,2024-04-20 13:41:35
237,tougue,11.4667,-11.6,87.66,24,100,3.2,GN,2024-04-20 13:41:35
